market,arrival_date,price
Ludhiana,02-06-2019,407
Midnapur (KOL),02-06-2019,446
Muzaffurpur (CC),02-06-2019,462
Hospet,02-06-2019,400
Ahmedabad,03-06-2019,430
Varanasi (CC),03-06-2019,453
Mysuru,03-06-2019,418
Muzaffurpur (CC),03-06-2019,457
Mumbai (CC),03-06-2019,442
Midnapur (KOL),03-06-2019,457
Ludhiana,03-06-2019,393
Hyderabad,03-06-2019,392
Nagpur,03-06-2019,373
Delhi (CC),03-06-2019,415
Chennai (CC),03-06-2019,435
Burdwan (CC),03-06-2019,457
Brahmapur (OD),03-06-2019,
Bengaluru (CC),03-06-2019,410
Barwala,03-06-2019,390
Asansole,03-06-2019,455
Chittoor,03-06-2019,428
Namakkal,03-06-2019,425
Patna,03-06-2019,448
Pune,03-06-2019,420
Surat,03-06-2019,430
Raipur,03-06-2019,412
Luknow (CC),03-06-2019,450
Kolkata (WB),03-06-2019,440
Kanpur (CC),03-06-2019,424
Jabalpur,03-06-2019,405
Indore (CC),03-06-2019,405
Hospet,03-06-2019,375
Bhopal,03-06-2019,405
Allahabad (CC),03-06-2019,438
Warangal,03-06-2019,395
W.Godavari,03-06-2019,406
Vizag,03-06-2019,410
Vijayawada,03-06-2019,406
Ranchi (CC),03-06-2019,467
Ajmer,03-06-2019,378
E.Godavari,03-06-2019,406
Vijayawada,04-06-2019,321
Mumbai (CC),04-06-2019,346
Nagpur,04-06-2019,300
Namakkal,04-06-2019,350
Pune,04-06-2019,334
Ranchi (CC),04-06-2019,362
Vizag,04-06-2019,341
W.Godavari,04-06-2019,321
Warangal,04-06-2019,293
Allahabad (CC),04-06-2019,333
Mysuru,04-06-2019,347
Bhopal,04-06-2019,310
Indore (CC),04-06-2019,310
Jabalpur,04-06-2019,318
Kanpur (CC),04-06-2019,338
Kolkata (WB),04-06-2019,359
Luknow (CC),04-06-2019,350
Raipur,04-06-2019,328
Surat,04-06-2019,352
Varanasi (CC),04-06-2019,353
Hospet,04-06-2019,305
Muzaffurpur (CC),04-06-2019,348
Patna,04-06-2019,348
Chennai (CC),04-06-2019,355
Ludhiana,04-06-2019,294
Hyderabad,04-06-2019,292
E.Godavari,04-06-2019,321
Delhi (CC),04-06-2019,310
Chittoor,04-06-2019,348
Burdwan (CC),04-06-2019,372
Brahmapur (OD),04-06-2019,
Bengaluru (CC),04-06-2019,340
Barwala,04-06-2019,296
Midnapur (KOL),04-06-2019,372
Ajmer,04-06-2019,290
Ahmedabad,04-06-2019,346
Asansole,04-06-2019,370
Nagpur,05-06-2019,370
Mysuru,05-06-2019,412
Muzaffurpur (CC),05-06-2019,348
Mumbai (CC),05-06-2019,395
Midnapur (KOL),05-06-2019,415
Ludhiana,05-06-2019,345
Hyderabad,05-06-2019,357
E.Godavari,05-06-2019,360
Delhi (CC),05-06-2019,340
Bengaluru (CC),05-06-2019,390
Barwala,05-06-2019,321
Namakkal,05-06-2019,410
Asansole,05-06-2019,390
Chittoor,05-06-2019,403
Ajmer,05-06-2019,327
Ahmedabad,05-06-2019,375
Brahmapur (OD),05-06-2019,363
Burdwan (CC),05-06-2019,415
Chennai (CC),05-06-2019,410
Ranchi (CC),05-06-2019,352
Pune,05-06-2019,400
Varanasi (CC),05-06-2019,370
Surat,05-06-2019,385
Raipur,05-06-2019,400
Luknow (CC),05-06-2019,360
Kolkata (WB),05-06-2019,390
Kanpur (CC),05-06-2019,357
Jabalpur,05-06-2019,380
Patna,05-06-2019,348
Hospet,05-06-2019,355
Bhopal,05-06-2019,375
Allahabad (CC),05-06-2019,380
Warangal,05-06-2019,353
W.Godavari,05-06-2019,360
Vizag,05-06-2019,370
Indore (CC),05-06-2019,350
Vijayawada,05-06-2019,360
Muzaffurpur (CC),06-06-2019,
Mumbai (CC),06-06-2019,385
Midnapur (KOL),06-06-2019,
Ludhiana,06-06-2019,301
Hyderabad,06-06-2019,335
E.Godavari,06-06-2019,325
Delhi (CC),06-06-2019,320
Burdwan (CC),06-06-2019,
Chennai (CC),06-06-2019,385
Mysuru,06-06-2019,380
Brahmapur (OD),06-06-2019,
Bengaluru (CC),06-06-2019,365
Barwala,06-06-2019,308
Asansole,06-06-2019,
Ajmer,06-06-2019,311
Ahmedabad,06-06-2019,356
Chittoor,06-06-2019,378
Nagpur,06-06-2019,355
Pune,06-06-2019,380
Patna,06-06-2019,
Varanasi (CC),06-06-2019,357
Surat,06-06-2019,
Raipur,06-06-2019,371
Luknow (CC),06-06-2019,340
Kolkata (WB),06-06-2019,358
Kanpur (CC),06-06-2019,333
Jabalpur,06-06-2019,358
Namakkal,06-06-2019,385
Indore (CC),06-06-2019,325
Bhopal,06-06-2019,350
Allahabad (CC),06-06-2019,352
W.Godavari,06-06-2019,325
Vizag,06-06-2019,335
Vijayawada,06-06-2019,325
Ranchi (CC),06-06-2019,
Hospet,06-06-2019,330
Warangal,06-06-2019,333
Varanasi (CC),07-06-2019,440
Surat,07-06-2019,
Patna,07-06-2019,
Kolkata (WB),07-06-2019,451
Kanpur (CC),07-06-2019,405
Jabalpur,07-06-2019,446
Indore (CC),07-06-2019,430
Bhopal,07-06-2019,440
Allahabad (CC),07-06-2019,448
Warangal,07-06-2019,432
W.Godavari,07-06-2019,424
Vizag,07-06-2019,444
Vijayawada,07-06-2019,424
Ranchi (CC),07-06-2019,
Pune,07-06-2019,478
Namakkal,07-06-2019,465
Nagpur,07-06-2019,435
Mysuru,07-06-2019,460
Muzaffurpur (CC),07-06-2019,
Mumbai (CC),07-06-2019,484
Ahmedabad,07-06-2019,444
Ajmer,07-06-2019,391
Asansole,07-06-2019,
Barwala,07-06-2019,395
Bengaluru (CC),07-06-2019,455
Brahmapur (OD),07-06-2019,
Luknow (CC),07-06-2019,440
Burdwan (CC),07-06-2019,
Chittoor,07-06-2019,468
Delhi (CC),07-06-2019,410
E.Godavari,07-06-2019,424
Hyderabad,07-06-2019,429
Ludhiana,07-06-2019,390
Midnapur (KOL),07-06-2019,
Chennai (CC),07-06-2019,475
Raipur,07-06-2019,451
Hospet,07-06-2019,420
Asansole,08-06-2019,
Ranchi (CC),08-06-2019,
Vijayawada,08-06-2019,339
Vizag,08-06-2019,352
W.Godavari,08-06-2019,334
Barwala,08-06-2019,296
Allahabad (CC),08-06-2019,333
Bhopal,08-06-2019,330
Pune,08-06-2019,365
Hospet,08-06-2019,325
Jabalpur,08-06-2019,328
Kanpur (CC),08-06-2019,333
Kolkata (WB),08-06-2019,377
Luknow (CC),08-06-2019,367
Raipur,08-06-2019,332
Surat,08-06-2019,
Varanasi (CC),08-06-2019,360
Indore (CC),08-06-2019,310
Patna,08-06-2019,
Warangal,08-06-2019,331
Ahmedabad,08-06-2019,374
Ajmer,08-06-2019,290
Namakkal,08-06-2019,370
Bengaluru (CC),08-06-2019,360
Brahmapur (OD),08-06-2019,
Burdwan (CC),08-06-2019,
Chennai (CC),08-06-2019,375
Delhi (CC),08-06-2019,315
Chittoor,08-06-2019,368
Hyderabad,08-06-2019,328
Ludhiana,08-06-2019,300
Midnapur (KOL),08-06-2019,
Mumbai (CC),08-06-2019,381
Muzaffurpur (CC),08-06-2019,
Mysuru,08-06-2019,367
Nagpur,08-06-2019,305
E.Godavari,08-06-2019,334
Nagpur,09-06-2019,317
Ludhiana,09-06-2019,325
Mysuru,09-06-2019,345
Muzaffurpur (CC),09-06-2019,
Mumbai (CC),09-06-2019,370
Midnapur (KOL),09-06-2019,
Hyderabad,09-06-2019,317
Barwala,09-06-2019,329
Delhi (CC),09-06-2019,342
Chittoor,09-06-2019,343
Chennai (CC),09-06-2019,350
Burdwan (CC),09-06-2019,
Brahmapur (OD),09-06-2019,
Bengaluru (CC),09-06-2019,340
Namakkal,09-06-2019,344
E.Godavari,09-06-2019,344
Patna,09-06-2019,
Indore (CC),09-06-2019,340
Ranchi (CC),09-06-2019,
Asansole,09-06-2019,
Varanasi (CC),09-06-2019,373
Surat,09-06-2019,
Raipur,09-06-2019,338
Luknow (CC),09-06-2019,373
Kolkata (WB),09-06-2019,379
Kanpur (CC),09-06-2019,340
Jabalpur,09-06-2019,340
Hospet,09-06-2019,305
Bhopal,09-06-2019,330
Allahabad (CC),09-06-2019,340
Warangal,09-06-2019,318
W.Godavari,09-06-2019,344
Vizag,09-06-2019,365
Vijayawada,09-06-2019,344
Pune,09-06-2019,352
Ajmer,09-06-2019,327
Ahmedabad,09-06-2019,369
Hospet,10-06-2019,386
Burdwan (CC),10-06-2019,
Brahmapur (OD),10-06-2019,
Bengaluru (CC),10-06-2019,421
Raipur,10-06-2019,417
Asansole,10-06-2019,
Ahmedabad,10-06-2019,458
Ajmer,10-06-2019,402
Midnapur (KOL),10-06-2019,
Mumbai (CC),10-06-2019,462
Muzaffurpur (CC),10-06-2019,
Mysuru,10-06-2019,422
Indore (CC),10-06-2019,415
Nagpur,10-06-2019,400
Namakkal,10-06-2019,407
Patna,10-06-2019,
Pune,10-06-2019,455
Ranchi (CC),10-06-2019,
Vijayawada,10-06-2019,422
Vizag,10-06-2019,420
W.Godavari,10-06-2019,422
Warangal,10-06-2019,410
Allahabad (CC),10-06-2019,433
Bhopal,10-06-2019,419
Varanasi (CC),10-06-2019,450
Surat,10-06-2019,
Chennai (CC),10-06-2019,415
Chittoor,10-06-2019,408
Barwala,10-06-2019,397
E.Godavari,10-06-2019,422
Hyderabad,10-06-2019,407
Jabalpur,10-06-2019,416
Kanpur (CC),10-06-2019,433
Ludhiana,10-06-2019,398
Kolkata (WB),10-06-2019,462
Luknow (CC),10-06-2019,450
Delhi (CC),10-06-2019,412
Indore (CC),11-06-2019,420
Hospet,11-06-2019,377
Bhopal,11-06-2019,415
Allahabad (CC),11-06-2019,424
Warangal,11-06-2019,385
W.Godavari,11-06-2019,385
Pune,11-06-2019,440
Vijayawada,11-06-2019,385
Ranchi (CC),11-06-2019,
Patna,11-06-2019,
Namakkal,11-06-2019,373
Nagpur,11-06-2019,390
Mysuru,11-06-2019,415
Vizag,11-06-2019,400
Jabalpur,11-06-2019,412
Ajmer,11-06-2019,392
Asansole,11-06-2019,
Varanasi (CC),11-06-2019,440
Ahmedabad,11-06-2019,446
Surat,11-06-2019,
Raipur,11-06-2019,416
Luknow (CC),11-06-2019,450
Kolkata (WB),11-06-2019,415
Midnapur (KOL),11-06-2019,
Ludhiana,11-06-2019,389
Hyderabad,11-06-2019,384
E.Godavari,11-06-2019,385
Delhi (CC),11-06-2019,414
Chittoor,11-06-2019,423
Chennai (CC),11-06-2019,430
Burdwan (CC),11-06-2019,
Brahmapur (OD),11-06-2019,
Bengaluru (CC),11-06-2019,412
Barwala,11-06-2019,396
Kanpur (CC),11-06-2019,428
Muzaffurpur (CC),11-06-2019,
Mumbai (CC),11-06-2019,437
Burdwan (CC),12-06-2019,511
Vijayawada,12-06-2019,457
Vizag,12-06-2019,460
W.Godavari,12-06-2019,457
Warangal,12-06-2019,447
Allahabad (CC),12-06-2019,476
Bhopal,12-06-2019,475
Hospet,12-06-2019,430
Ranchi (CC),12-06-2019,514
Indore (CC),12-06-2019,450
Kanpur (CC),12-06-2019,476
Kolkata (WB),12-06-2019,495
Luknow (CC),12-06-2019,510
Raipur,12-06-2019,467
Surat,12-06-2019,492
Varanasi (CC),12-06-2019,503
Brahmapur (OD),12-06-2019,469
Jabalpur,12-06-2019,472
Pune,12-06-2019,496
Bengaluru (CC),12-06-2019,465
Namakkal,12-06-2019,425
Patna,12-06-2019,500
Asansole,12-06-2019,505
Ajmer,12-06-2019,439
Ahmedabad,12-06-2019,486
Chennai (CC),12-06-2019,478
Chittoor,12-06-2019,471
Delhi (CC),12-06-2019,485
E.Godavari,12-06-2019,457
Barwala,12-06-2019,439
Ludhiana,12-06-2019,454
Midnapur (KOL),12-06-2019,511
Mumbai (CC),12-06-2019,499
Muzaffurpur (CC),12-06-2019,500
Mysuru,12-06-2019,469
Nagpur,12-06-2019,450
Hyderabad,12-06-2019,430
Ranchi (CC),13-06-2019,
Vijayawada,13-06-2019,372
Vizag,13-06-2019,400
W.Godavari,13-06-2019,372
Warangal,13-06-2019,373
Allahabad (CC),13-06-2019,390
Bhopal,13-06-2019,380
Jabalpur,13-06-2019,380
Indore (CC),13-06-2019,360
Kanpur (CC),13-06-2019,357
Kolkata (WB),13-06-2019,412
Luknow (CC),13-06-2019,357
Raipur,13-06-2019,400
Pune,13-06-2019,425
Surat,13-06-2019,
Varanasi (CC),13-06-2019,387
Hospet,13-06-2019,370
Patna,13-06-2019,
Hyderabad,13-06-2019,375
Nagpur,13-06-2019,390
Ahmedabad,13-06-2019,390
Asansole,13-06-2019,
Barwala,13-06-2019,331
Bengaluru (CC),13-06-2019,405
Brahmapur (OD),13-06-2019,
Burdwan (CC),13-06-2019,
Namakkal,13-06-2019,420
Chennai (CC),13-06-2019,430
Delhi (CC),13-06-2019,353
E.Godavari,13-06-2019,372
Ludhiana,13-06-2019,331
Midnapur (KOL),13-06-2019,
Mumbai (CC),13-06-2019,425
Muzaffurpur (CC),13-06-2019,
Mysuru,13-06-2019,421
Chittoor,13-06-2019,423
Ajmer,13-06-2019,341
Bengaluru (CC),14-06-2019,415
Brahmapur (OD),14-06-2019,
Patna,14-06-2019,
Mysuru,14-06-2019,421
Muzaffurpur (CC),14-06-2019,
Mumbai (CC),14-06-2019,430
Midnapur (KOL),14-06-2019,
Ludhiana,14-06-2019,334
Hyderabad,14-06-2019,380
E.Godavari,14-06-2019,380
Delhi (CC),14-06-2019,356
Chittoor,14-06-2019,433
Chennai (CC),14-06-2019,440
Burdwan (CC),14-06-2019,
Ahmedabad,14-06-2019,395
Ajmer,14-06-2019,350
Asansole,14-06-2019,
Barwala,14-06-2019,346
Nagpur,14-06-2019,395
Namakkal,14-06-2019,420
Ranchi (CC),14-06-2019,
Jabalpur,14-06-2019,384
Surat,14-06-2019,
Raipur,14-06-2019,403
Luknow (CC),14-06-2019,360
Kolkata (WB),14-06-2019,426
Kanpur (CC),14-06-2019,362
Pune,14-06-2019,430
Varanasi (CC),14-06-2019,390
Indore (CC),14-06-2019,365
Bhopal,14-06-2019,380
Allahabad (CC),14-06-2019,390
Warangal,14-06-2019,378
W.Godavari,14-06-2019,380
Vizag,14-06-2019,405
Vijayawada,14-06-2019,380
Hospet,14-06-2019,380
Luknow (CC),15-06-2019,367
Kanpur (CC),15-06-2019,371
Raipur,15-06-2019,407
Kolkata (WB),15-06-2019,435
Ahmedabad,15-06-2019,400
Indore (CC),15-06-2019,375
Surat,15-06-2019,
Ajmer,15-06-2019,350
Asansole,15-06-2019,
Barwala,15-06-2019,350
Bengaluru (CC),15-06-2019,420
Brahmapur (OD),15-06-2019,
Burdwan (CC),15-06-2019,
Chennai (CC),15-06-2019,440
Chittoor,15-06-2019,433
Delhi (CC),15-06-2019,362
E.Godavari,15-06-2019,388
Hyderabad,15-06-2019,385
Ludhiana,15-06-2019,342
Jabalpur,15-06-2019,393
Midnapur (KOL),15-06-2019,
Muzaffurpur (CC),15-06-2019,
Mysuru,15-06-2019,431
Nagpur,15-06-2019,400
Namakkal,15-06-2019,430
Patna,15-06-2019,
Pune,15-06-2019,435
Ranchi (CC),15-06-2019,
Vijayawada,15-06-2019,388
Vizag,15-06-2019,408
W.Godavari,15-06-2019,388
Warangal,15-06-2019,383
Allahabad (CC),15-06-2019,390
Hospet,15-06-2019,385
Mumbai (CC),15-06-2019,435
Varanasi (CC),15-06-2019,397
Bhopal,15-06-2019,385
Chennai (CC),16-06-2019,450
Luknow (CC),16-06-2019,367
Kolkata (WB),16-06-2019,443
Kanpur (CC),16-06-2019,371
Jabalpur,16-06-2019,405
Indore (CC),16-06-2019,385
Hospet,16-06-2019,390
Bhopal,16-06-2019,395
Allahabad (CC),16-06-2019,400
Warangal,16-06-2019,388
W.Godavari,16-06-2019,396
Vizag,16-06-2019,411
Vijayawada,16-06-2019,396
Ranchi (CC),16-06-2019,
Muzaffurpur (CC),16-06-2019,
Mysuru,16-06-2019,430
Nagpur,16-06-2019,400
Namakkal,16-06-2019,430
Raipur,16-06-2019,417
Surat,16-06-2019,
Varanasi (CC),16-06-2019,403
E.Godavari,16-06-2019,396
Burdwan (CC),16-06-2019,
Brahmapur (OD),16-06-2019,
Bengaluru (CC),16-06-2019,425
Barwala,16-06-2019,357
Asansole,16-06-2019,
Ajmer,16-06-2019,360
Ahmedabad,16-06-2019,410
Delhi (CC),16-06-2019,367
Patna,16-06-2019,
Pune,16-06-2019,445
Ludhiana,16-06-2019,344
Midnapur (KOL),16-06-2019,
Mumbai (CC),16-06-2019,440
Chittoor,16-06-2019,443
Hyderabad,16-06-2019,390
E.Godavari,17-06-2019,404
Hyderabad,17-06-2019,395
Ludhiana,17-06-2019,352
Midnapur (KOL),17-06-2019,
Mumbai (CC),17-06-2019,445
Namakkal,17-06-2019,440
Mysuru,17-06-2019,441
Surat,17-06-2019,
Raipur,17-06-2019,417
Luknow (CC),17-06-2019,380
Kolkata (WB),17-06-2019,443
Kanpur (CC),17-06-2019,376
Jabalpur,17-06-2019,405
Indore (CC),17-06-2019,385
Hospet,17-06-2019,390
Bhopal,17-06-2019,400
Allahabad (CC),17-06-2019,405
Warangal,17-06-2019,393
W.Godavari,17-06-2019,404
Vizag,17-06-2019,414
Vijayawada,17-06-2019,404
Ranchi (CC),17-06-2019,
Pune,17-06-2019,445
Patna,17-06-2019,
Delhi (CC),17-06-2019,375
Nagpur,17-06-2019,400
Muzaffurpur (CC),17-06-2019,
Chittoor,17-06-2019,443
Varanasi (CC),17-06-2019,410
Burdwan (CC),17-06-2019,
Ahmedabad,17-06-2019,410
Ajmer,17-06-2019,370
Asansole,17-06-2019,
Chennai (CC),17-06-2019,450
Bengaluru (CC),17-06-2019,425
Brahmapur (OD),17-06-2019,
Barwala,17-06-2019,365
Mysuru,18-06-2019,441
Muzaffurpur (CC),18-06-2019,
Mumbai (CC),18-06-2019,450
Midnapur (KOL),18-06-2019,
Ludhiana,18-06-2019,360
Hyderabad,18-06-2019,400
E.Godavari,18-06-2019,412
Chittoor,18-06-2019,453
Chennai (CC),18-06-2019,460
Nagpur,18-06-2019,405
Burdwan (CC),18-06-2019,
Brahmapur (OD),18-06-2019,
Bengaluru (CC),18-06-2019,435
Barwala,18-06-2019,370
Asansole,18-06-2019,
Delhi (CC),18-06-2019,382
Namakkal,18-06-2019,440
Vijayawada,18-06-2019,412
Pune,18-06-2019,450
Varanasi (CC),18-06-2019,413
Surat,18-06-2019,
Raipur,18-06-2019,422
Luknow (CC),18-06-2019,397
Kolkata (WB),18-06-2019,450
Jabalpur,18-06-2019,413
Indore (CC),18-06-2019,385
Hospet,18-06-2019,400
Bhopal,18-06-2019,405
Allahabad (CC),18-06-2019,405
Warangal,18-06-2019,398
W.Godavari,18-06-2019,412
Vizag,18-06-2019,417
Ajmer,18-06-2019,370
Ranchi (CC),18-06-2019,
Patna,18-06-2019,
Ahmedabad,18-06-2019,415
Kanpur (CC),18-06-2019,381
Muzaffurpur (CC),19-06-2019,
Mumbai (CC),19-06-2019,455
Mysuru,19-06-2019,441
Nagpur,19-06-2019,410
Hyderabad,19-06-2019,405
E.Godavari,19-06-2019,415
Delhi (CC),19-06-2019,386
Chittoor,19-06-2019,453
Chennai (CC),19-06-2019,460
Burdwan (CC),19-06-2019,
Brahmapur (OD),19-06-2019,
Bengaluru (CC),19-06-2019,435
Barwala,19-06-2019,373
Asansole,19-06-2019,
Ajmer,19-06-2019,375
Ahmedabad,19-06-2019,420
Midnapur (KOL),19-06-2019,
Patna,19-06-2019,
Namakkal,19-06-2019,440
Ranchi (CC),19-06-2019,
Ludhiana,19-06-2019,365
Varanasi (CC),19-06-2019,413
Surat,19-06-2019,
Raipur,19-06-2019,425
Luknow (CC),19-06-2019,400
Kolkata (WB),19-06-2019,450
Kanpur (CC),19-06-2019,381
Jabalpur,19-06-2019,417
Pune,19-06-2019,455
Indore (CC),19-06-2019,395
Bhopal,19-06-2019,415
Allahabad (CC),19-06-2019,405
Warangal,19-06-2019,403
W.Godavari,19-06-2019,415
Vizag,19-06-2019,420
Vijayawada,19-06-2019,415
Hospet,19-06-2019,400
Mysuru,20-06-2019,451
Mumbai (CC),20-06-2019,460
Muzaffurpur (CC),20-06-2019,
Midnapur (KOL),20-06-2019,
Ajmer,20-06-2019,375
Hyderabad,20-06-2019,410
E.Godavari,20-06-2019,418
Nagpur,20-06-2019,415
Ludhiana,20-06-2019,367
Namakkal,20-06-2019,450
Vijayawada,20-06-2019,418
Pune,20-06-2019,460
Ahmedabad,20-06-2019,425
Barwala,20-06-2019,373
Bengaluru (CC),20-06-2019,435
Brahmapur (OD),20-06-2019,
Burdwan (CC),20-06-2019,
Chennai (CC),20-06-2019,460
Patna,20-06-2019,
Varanasi (CC),20-06-2019,417
Surat,20-06-2019,
Raipur,20-06-2019,425
Luknow (CC),20-06-2019,400
Kolkata (WB),20-06-2019,450
Chittoor,20-06-2019,453
Jabalpur,20-06-2019,419
Kanpur (CC),20-06-2019,381
Ranchi (CC),20-06-2019,
Vizag,20-06-2019,425
Warangal,20-06-2019,408
Allahabad (CC),20-06-2019,405
W.Godavari,20-06-2019,418
Hospet,20-06-2019,400
Asansole,20-06-2019,
Indore (CC),20-06-2019,400
Delhi (CC),20-06-2019,388
Bhopal,20-06-2019,420
Chennai (CC),21-06-2019,470
Hyderabad,21-06-2019,413
E.Godavari,21-06-2019,420
Delhi (CC),21-06-2019,388
Chittoor,21-06-2019,463
Burdwan (CC),21-06-2019,
Ahmedabad,21-06-2019,427
Bengaluru (CC),21-06-2019,445
Barwala,21-06-2019,373
Asansole,21-06-2019,
Ajmer,21-06-2019,370
Ludhiana,21-06-2019,367
Brahmapur (OD),21-06-2019,
Midnapur (KOL),21-06-2019,
Jabalpur,21-06-2019,419
Muzaffurpur (CC),21-06-2019,
Mumbai (CC),21-06-2019,465
Varanasi (CC),21-06-2019,417
Surat,21-06-2019,
Raipur,21-06-2019,425
Kolkata (WB),21-06-2019,444
Kanpur (CC),21-06-2019,381
Indore (CC),21-06-2019,400
Hospet,21-06-2019,410
Bhopal,21-06-2019,420
Allahabad (CC),21-06-2019,405
Luknow (CC),21-06-2019,400
W.Godavari,21-06-2019,420
Mysuru,21-06-2019,451
Warangal,21-06-2019,413
Namakkal,21-06-2019,450
Patna,21-06-2019,
Nagpur,21-06-2019,410
Ranchi (CC),21-06-2019,
Vijayawada,21-06-2019,420
Pune,21-06-2019,463
Vizag,21-06-2019,427
Raipur,22-06-2019,425
Ajmer,22-06-2019,366
Asansole,22-06-2019,
Barwala,22-06-2019,373
Bengaluru (CC),22-06-2019,445
Brahmapur (OD),22-06-2019,
Burdwan (CC),22-06-2019,
Chittoor,22-06-2019,463
Delhi (CC),22-06-2019,388
E.Godavari,22-06-2019,420
Mumbai (CC),22-06-2019,468
Hyderabad,22-06-2019,415
Ludhiana,22-06-2019,367
Midnapur (KOL),22-06-2019,
Chennai (CC),22-06-2019,470
Luknow (CC),22-06-2019,400
Vijayawada,22-06-2019,420
Kanpur (CC),22-06-2019,381
Mysuru,22-06-2019,455
Patna,22-06-2019,
Namakkal,22-06-2019,455
Nagpur,22-06-2019,405
Ahmedabad,22-06-2019,427
Pune,22-06-2019,463
Ranchi (CC),22-06-2019,
Vizag,22-06-2019,427
W.Godavari,22-06-2019,420
Warangal,22-06-2019,416
Allahabad (CC),22-06-2019,405
Bhopal,22-06-2019,420
Hospet,22-06-2019,410
Indore (CC),22-06-2019,395
Jabalpur,22-06-2019,414
Kolkata (WB),22-06-2019,444
Muzaffurpur (CC),22-06-2019,
Surat,22-06-2019,
Varanasi (CC),22-06-2019,417
Vijayawada,23-06-2019,420
Ranchi (CC),23-06-2019,
Pune,23-06-2019,465
Patna,23-06-2019,
Namakkal,23-06-2019,455
Nagpur,23-06-2019,400
Mysuru,23-06-2019,455
Muzaffurpur (CC),23-06-2019,
Mumbai (CC),23-06-2019,470
Midnapur (KOL),23-06-2019,
Ludhiana,23-06-2019,367
Hyderabad,23-06-2019,415
E.Godavari,23-06-2019,420
Delhi (CC),23-06-2019,388
Chittoor,23-06-2019,463
Chennai (CC),23-06-2019,470
Burdwan (CC),23-06-2019,
Brahmapur (OD),23-06-2019,
Bengaluru (CC),23-06-2019,445
Barwala,23-06-2019,360
Asansole,23-06-2019,
Ajmer,23-06-2019,360
Ahmedabad,23-06-2019,427
Vizag,23-06-2019,430
W.Godavari,23-06-2019,420
Warangal,23-06-2019,418
Allahabad (CC),23-06-2019,405
Varanasi (CC),23-06-2019,417
Surat,23-06-2019,
Luknow (CC),23-06-2019,400
Kolkata (WB),23-06-2019,444
Raipur,23-06-2019,415
Jabalpur,23-06-2019,407
Indore (CC),23-06-2019,395
Hospet,23-06-2019,410
Bhopal,23-06-2019,415
Kanpur (CC),23-06-2019,381
Chittoor,24-06-2019,463
Midnapur (KOL),24-06-2019,
Ludhiana,24-06-2019,357
Hyderabad,24-06-2019,415
E.Godavari,24-06-2019,420
Delhi (CC),24-06-2019,380
Chennai (CC),24-06-2019,470
Asansole,24-06-2019,
Brahmapur (OD),24-06-2019,
Bengaluru (CC),24-06-2019,445
Barwala,24-06-2019,354
Mysuru,24-06-2019,455
Ajmer,24-06-2019,355
Ahmedabad,24-06-2019,427
Burdwan (CC),24-06-2019,
Mumbai (CC),24-06-2019,472
Muzaffurpur (CC),24-06-2019,
Allahabad (CC),24-06-2019,400
Patna,24-06-2019,
Pune,24-06-2019,465
Ranchi (CC),24-06-2019,
Vijayawada,24-06-2019,420
Vizag,24-06-2019,430
W.Godavari,24-06-2019,420
Warangal,24-06-2019,418
Bhopal,24-06-2019,410
Hospet,24-06-2019,410
Indore (CC),24-06-2019,395
Jabalpur,24-06-2019,405
Kanpur (CC),24-06-2019,381
Namakkal,24-06-2019,455
Kolkata (WB),24-06-2019,444
Raipur,24-06-2019,415
Luknow (CC),24-06-2019,400
Nagpur,24-06-2019,400
Surat,24-06-2019,
Varanasi (CC),24-06-2019,410
Midnapur (KOL),25-06-2019,
Mumbai (CC),25-06-2019,472
Muzaffurpur (CC),25-06-2019,
Mysuru,25-06-2019,455
Ludhiana,25-06-2019,357
Namakkal,25-06-2019,455
Patna,25-06-2019,
Pune,25-06-2019,465
Ranchi (CC),25-06-2019,
Vijayawada,25-06-2019,420
Vizag,25-06-2019,430
Nagpur,25-06-2019,400
Varanasi (CC),25-06-2019,410
Hyderabad,25-06-2019,415
Ahmedabad,25-06-2019,427
Ajmer,25-06-2019,375
Asansole,25-06-2019,
Barwala,25-06-2019,360
Bengaluru (CC),25-06-2019,445
Brahmapur (OD),25-06-2019,
Burdwan (CC),25-06-2019,
Chennai (CC),25-06-2019,470
Chittoor,25-06-2019,463
Delhi (CC),25-06-2019,380
W.Godavari,25-06-2019,420
Warangal,25-06-2019,418
Allahabad (CC),25-06-2019,400
Bhopal,25-06-2019,405
Raipur,25-06-2019,415
Luknow (CC),25-06-2019,407
Surat,25-06-2019,
Kolkata (WB),25-06-2019,444
E.Godavari,25-06-2019,420
Hospet,25-06-2019,410
Jabalpur,25-06-2019,405
Indore (CC),25-06-2019,390
Kanpur (CC),25-06-2019,371
Barwala,26-06-2019,370
Mysuru,26-06-2019,455
Ahmedabad,26-06-2019,427
Muzaffurpur (CC),26-06-2019,
Mumbai (CC),26-06-2019,472
Midnapur (KOL),26-06-2019,
Ludhiana,26-06-2019,360
Asansole,26-06-2019,
Hyderabad,26-06-2019,415
Ajmer,26-06-2019,378
Chittoor,26-06-2019,463
Chennai (CC),26-06-2019,470
Burdwan (CC),26-06-2019,
Brahmapur (OD),26-06-2019,
Bengaluru (CC),26-06-2019,445
E.Godavari,26-06-2019,420
Delhi (CC),26-06-2019,380
Varanasi (CC),26-06-2019,417
Namakkal,26-06-2019,455
Surat,26-06-2019,
Raipur,26-06-2019,442
